timestamp,cpu_times.user,cpu_times.system,cpu_times.idle,cpu_times.interrupt,cpu_times.dpc,cpu_stats.ctx_switches,cpu_stats.interrupts,cpu_stats.soft_interrupts,cpu_stats.syscalls,cpu_load.load_1m,cpu_load.load_5m,cpu_load.load_15m,swap.total,swap.used,swap.free,swap.percent,swap.sin,swap.sout,virtual.total,virtual.available,virtual.percent,virtual.used,virtual.free,disk.total,disk.used,disk.free,disk.percent,disk_io.read_count,disk_io.write_count,disk_io.read_bytes,disk_io.write_bytes,disk_io.read_time,disk_io.write_time,net_io.bytes_sent,net_io.bytes_recv,net_io.packets_sent,net_io.packets_recv,net_io.errin,net_io.errout,net_io.dropin,net_io.dropout,analysis.possible_anomaly,analysis.prediction_result,analysis.used_model
2024-09-01 19:49:26,15006.624999999998,11300.421875000233,1182238.5312499998,297.390625,312.140625,706902157,415702784,0,2167371379,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3987410944,76.3,12852355072,3987410944,509722226688,215885623296,293836603392,42.4,1163312,2891632,47980438528,326953943040,627,744,433824415,804784808,609667,999921,0,29,0,0,,,
2024-09-01 19:49:26,15006.624999999998,11300.437500000233,1182238.7187499998,297.390625,312.140625,706902618,415703094,0,2167375278,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3987218432,76.3,12852547584,3987218432,509722226688,215885623296,293836603392,42.4,1163312,2891632,47980438528,326953943040,627,744,433824415,804784808,609667,999921,0,29,0,0,,,
2024-09-01 19:49:27,15006.718749999998,11300.453125000233,1182250.6093749998,297.390625,312.140625,706919791,415714463,0,2167419943,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3987197952,76.3,12852568064,3987197952,509722226688,215885627392,293836599296,42.4,1163312,2891633,47980438528,326953947136,627,744,433824470,804784874,609668,999922,0,29,0,0,,,
2024-09-01 19:49:28,15006.749999999998,11300.500000000233,1182262.5312499998,297.390625,312.140625,706936475,415725708,0,2167463515,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3987283968,76.3,12852482048,3987283968,509722226688,215885631488,293836595200,42.4,1163313,2891639,47980471296,326954024960,627,744,433824470,804784874,609668,999922,0,29,0,0,,,
2024-09-01 19:49:29,15006.843749999998,11300.531250000233,1182274.3906249998,297.390625,312.140625,706988862,415755952,0,2167740879,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3987406848,76.3,12852359168,3987406848,509722226688,215885635584,293836591104,42.4,1163314,2891651,47980487680,326954389504,627,744,433824470,804784874,609668,999922,0,29,0,0,,,
2024-09-01 19:49:30,15008.359374999998,11300.640625000233,1182284.7812499998,297.390625,312.15625,707029251,415778232,0,2167896355,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3989184512,76.3,12850581504,3989184512,509722226688,215885635584,293836591104,42.4,1163315,2891662,47980553216,326955585536,627,744,433824470,804784874,609668,999922,0,29,0,0,,,
2024-09-01 19:49:31,15011.343749999998,11300.984375000233,1182293.4531249998,297.453125,312.15625,707070751,415799758,0,2168129048,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3971112960,76.4,12868653056,3971112960,509722226688,215885643776,293836582912,42.4,1163339,2891687,47981958144,326955978752,627,744,433824470,804784874,609668,999922,0,29,0,0,,,
2024-09-01 19:49:32,15011.515624999998,11301.046875000233,1182305.2187499998,297.453125,312.15625,707113902,415824341,0,2168317945,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3961278464,76.5,12878487552,3961278464,509722226688,215885791232,293836435456,42.4,1163346,2891742,47982236672,326967480320,627,744,433825488,804786010,609676,999928,0,29,0,0,,,
2024-09-01 19:49:33,15011.593749999998,11301.125000000233,1182317.2343749998,297.453125,312.15625,707170149,415855897,0,2168601743,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3957104640,76.5,12882661376,3957104640,509722226688,215885795328,293836431360,42.4,1163348,2891783,47982285824,326969090048,627,744,433825488,804786010,609676,999928,0,29,0,0,,,
2024-09-01 19:49:34,15011.687499999998,11301.140625000233,1182329.1093749998,297.453125,312.171875,707204319,415875523,0,2168742362,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3957002240,76.5,12882763776,3957002240,509722226688,215885795328,293836431360,42.4,1163348,2891800,47982285824,326969257984,627,744,433825574,804786088,609677,999929,0,29,0,0,,,
2024-09-01 19:49:37,15011.968749999998,11301.890625000233,1182363.7343749998,297.453125,312.1875,707379273,415977082,0,2169261569,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3974180864,76.4,12865585152,3974180864,509722226688,215885807616,293836419072,42.4,1163355,2895898,47982339072,328028573696,627,744,433825898,804787597,609681,999936,0,29,0,0,,,
2024-09-01 19:49:37,15011.968749999998,11301.984375000233,1182364.2031249998,297.453125,312.1875,707381358,415978326,0,2169272415,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3973312512,76.4,12866453504,3973312512,509722226688,215885807616,293836419072,42.4,1163355,2895898,47982339072,328028573696,627,744,433825898,804787597,609681,999936,0,29,0,0,,,
2024-09-01 19:49:38,15012.124999999998,11302.187500000233,1182375.8437499998,297.453125,312.1875,707428344,416005255,0,2169509074,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3968208896,76.4,12871557120,3968208896,509722226688,215885819904,293836406784,42.4,1163360,2895940,47982658560,328030240768,627,744,433826008,804787717,609683,999938,0,29,0,0,,,
2024-09-01 19:49:44,15012.531249999998,11303.125000000233,1182447.0624999998,297.453125,312.1875,707684091,416151200,0,2170703108,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3978612736,76.4,12861153280,3978612736,509722226688,215885840384,293836386304,42.4,1163378,2896286,47983371264,328044859392,627,744,433826474,804788274,609690,999943,0,29,0,0,,,
